Year,AdminISO,AdminName,Population,Cases,Incidence
1938,UT,UTAH,535.000,9678,1808.879
1938,VA,VIRGINIA,2638.000,43597,1652.669
1938,VT,VERMONT,356.000,1694,475.815
1938,WA,WASHINGTON,1698.000,1905,112.191
1938,WI,WISCONSIN,3098.000,72742,2348.047
1938,WV,WEST VIRGINIA,1828.000,10879,595.159
1938,WY,WYOMING,246.000,887,360.569
1939,AK,ALASKA,,,
1939,AL,ALABAMA,2814.000,5140,182.658
1939,AR,ARKANSAS,1948.000,2407,123.537
1939,AZ,ARIZONA,484.000,697,144.008
1939,CA,CALIFORNIA,6785.000,63744,939.484
1939,CO,COLORADO,1120.000,5882,525.208
1939,CT,CONNECTICUT,1696.000,15901,937.559
1939,DC,DISTRICT OF COLUMBIA,658.000,3273,497.416
1939,DE,DELAWARE,263.000,249,94.677
1939,FL,FLORIDA,1836.000,2892,157.534
1939,GA,GEORGIA,3120.000,3618,115.962
1939,HI,HAWAII,,,
1939,IA,IOWA,2520.000,5270,209.107
1939,ID,IDAHO,521.000,3617,694.178
1939,IL,ILLINOIS,7890.000,7897,100.089
1939,IN,INDIANA,3403.000,2033,59.756
1939,KS,KANSAS,1824.000,2885,158.196
1939,KY,KENTUCKY,2825.000,2255,79.811
1939,LA,LOUISIANA,2334.000,3666,157.048
1939,MA,MASSACHUSETTS,4347.000,23742,546.170
1939,MD,MARYLAND,1793.000,15292,852.891
1939,ME,MAINE,846.000,2294,271.099
1939,MI,MICHIGAN,5156.000,16920,328.161
1939,MN,MINNESOTA,2771.000,18168,655.630
1939,MO,MISSOURI,3783.000,2897,76.566
1939,MS,MISSISSIPPI,2168.000,0,0.000
1939,MT,MONTANA,555.000,10952,1973.333
1939,NC,NORTH CAROLINA,3514.000,23351,664.499
1939,ND,NORTH DAKOTA,644.000,5430,843.168
1939,NE,NEBRASKA,1318.000,3637,275.948
1939,NH,NEW HAMPSHIRE,490.000,656,133.980
1939,NJ,NEW JERSEY,4129.000,4330,104.868
1939,NM,NEW MEXICO,523.000,1653,316.125
1939,NV,NEVADA,107.000,,
1939,NY,NEW YORK,13523.000,44809,331.358
1939,OH,OHIO,6886.000,5097,74.012
1939,OK,OKLAHOMA,2333.000,4535,194.385
1939,OR,OREGON,1081.000,2376,219.750
1939,PA,PENNSYLVANIA,9901.000,18476,186.602
1939,RI,RHODE ISLAND,701.000,2922,416.833
1939,SC,SOUTH CAROLINA,1872.000,1130,60.363
1939,SD,SOUTH DAKOTA,645.000,7570,1173.721
1939,TN,TENNESSEE,2874.000,3116,108.426
1939,TX,TEXAS,6360.000,7377,115.988
1939,UT,UTAH,543.000,5442,1002.210
1939,VA,VIRGINIA,2670.000,27479,1029.190
1939,VT,VERMONT,358.000,1411,394.251
1939,WA,WASHINGTON,1715.000,19863,1158.173
1939,WI,WISCONSIN,3121.000,23970,768.039
1939,WV,WEST VIRGINIA,1868.000,1851,99.099
1939,WY,WYOMING,248.000,3453,1392.339
1940,AK,ALASKA,,,
1940,AL,ALABAMA,2845.000,3275,115.114
1940,AR,ARKANSAS,1955.000,1408,72.020
1940,AZ,ARIZONA,499.000,1692,339.078
1940,CA,CALIFORNIA,6950.000,26163,376.446
1940,CO,COLORADO,1130.000,2620,231.814
1940,CT,CONNECTICUT,1708.000,6431,376.522
1940,DC,DISTRICT OF COLUMBIA,690.000,876,127.029
1940,DE,DELAWARE,269.000,97,36.059
1940,FL,FLORIDA,1915.000,2187,114.230
1940,GA,GEORGIA,3119.000,2928,93.876
1940,HI,HAWAII,,,
1940,IA,IOWA,2537.000,5393,212.594
1940,ID,IDAHO,522.000,1762,337.548
1940,IL,ILLINOIS,7905.000,6652,84.149
1940,IN,INDIANA,3433.000,572,16.647
1940,KS,KANSAS,1788.000,8052,450.308
1940,KY,KENTUCKY,2859.000,2792,97.639
1940,LA,LOUISIANA,2370.000,1133,47.806
1940,MA,MASSACHUSETTS,4318.000,21535,498.726
1940,MD,MARYLAND,1839.000,4300,233.850
1940,ME,MAINE,849.000,7113,837.750
1940,MI,MICHIGAN,5315.000,15929,299.690
1940,MN,MINNESOTA,2790.000,8379,300.305
1940,MO,MISSOURI,3786.000,589,15.544
1940,MS,MISSISSIPPI,2176.000,0,0.000
1940,MT,MONTANA,558.000,2659,476.434
1940,NC,NORTH CAROLINA,3574.000,7515,210.283
1940,ND,NORTH DAKOTA,640.000,954,149.063
1940,NE,NEBRASKA,1316.000,1698,129.027
1940,NH,NEW HAMPSHIRE,492.000,726,147.663
1940,NJ,NEW JERSEY,4175.000,12609,302.012
1940,NM,NEW MEXICO,531.000,1151,216.667
1940,NV,NEVADA,113.000,0,0.000
1940,NY,NEW YORK,13456.000,28556,212.221
1940,OH,OHIO,6929.000,1553,22.406
1940,OK,OKLAHOMA,2325.000,1404,60.366
1940,OR,OREGON,1086.000,7289,671.133
1940,PA,PENNSYLVANIA,9896.000,14707,148.616
1940,RI,RHODE ISLAND,719.000,3363,467.733
1940,SC,SOUTH CAROLINA,1902.000,614,32.282
1940,SD,SOUTH DAKOTA,641.000,1627,253.822
1940,TN,TENNESSEE,2935.000,2793,95.145
1940,TX,TEXAS,6425.000,16057,249.907
1940,UT,UTAH,552.000,7525,1363.225
1940,VA,VIRGINIA,2720.000,6556,241.047
1940,VT,VERMONT,363.000,740,203.842
1940,WA,WASHINGTON,1740.000,16002,919.626
1940,WI,WISCONSIN,3143.000,20003,636.430
1940,WV,WEST VIRGINIA,1907.000,568,29.811
1940,WY,WYOMING,250.000,984,393.600
1941,AK,ALASKA,,,
1941,AL,ALABAMA,2902.000,8633,297.502
1941,AR,ARKANSAS,1969.000,5393,273.895
1941,AZ,ARIZONA,490.000,3015,615.306
1941,CA,CALIFORNIA,7237.000,12623,174.430
1941,CO,COLORADO,1124.000,7438,661.699
1941,CT,CONNECTICUT,1746.000,6365,364.576
1941,DC,DISTRICT OF COLUMBIA,764.000,3730,488.220
1941,DE,DELAWARE,275.000,3488,1268.364
1941,FL,FLORIDA,2017.000,9273,459.717
1941,GA,GEORGIA,3179.000,9350,294.118
1941,HI,HAWAII,,,
1941,IA,IOWA,2491.000,4930,197.892
1941,ID,IDAHO,501.000,511,101.996
1941,IL,ILLINOIS,7995.000,49021,613.139
1941,IN,INDIANA,3483.000,13291,381.611
1941,KS,KANSAS,1765.000,13493,764.476
1941,KY,KENTUCKY,2824.000,17241,610.517
1941,LA,LOUISIANA,2484.000,870,35.044
1941,MA,MASSACHUSETTS,4389.000,20806,474.049
1941,MD,MARYLAND,1913.000,7351,384.292
1941,ME,MAINE,852.000,4751,557.688
1941,MI,MICHIGAN,5472.000,61260,1119.527
1941,MN,MINNESOTA,2718.000,961,35.338
1941,MO,MISSOURI,3811.000,6676,175.164
1941,MS,MISSISSIPPI,2184.000,0,0.000
1941,MT,MONTANA,543.000,875,161.234
1941,NC,NORTH CAROLINA,3589.000,23631,658.429
1941,ND,NORTH DAKOTA,615.000,1372,223.171
1941,NE,NEBRASKA,1272.000,440,34.591
1941,NH,NEW HAMPSHIRE,490.000,990,202.041
1941,NJ,NEW JERSEY,4254.000,44436,1044.570
1941,NM,NEW MEXICO,506.000,3937,778.063
1941,NV,NEVADA,120.000,331,275.833
1941,NY,NEW YORK,13267.000,104747,789.530
1941,OH,OHIO,6958.000,78820,1132.790
1941,OK,OKLAHOMA,2262.000,2007,88.749
1941,OR,OREGON,1071.000,6507,607.516
1941,PA,PENNSYLVANIA,9911.000,100229,1011.296
1941,RI,RHODE ISLAND,731.000,421,57.661
1941,SC,SOUTH CAROLINA,1962.000,9456,481.957
1941,SD,SOUTH DAKOTA,613.000,376,61.338
1941,TN,TENNESSEE,2973.000,8269,278.137
1941,TX,TEXAS,6585.000,20305,308.345
1941,UT,UTAH,551.000,1549,281.125
1941,VA,VIRGINIA,2855.000,10981,384.626
1941,VT,VERMONT,348.000,3603,1035.289
1941,WA,WASHINGTON,1789.000,2115,118.222
1941,WI,WISCONSIN,3140.000,31183,993.105
1941,WV,WEST VIRGINIA,1885.000,11164,592.255
1941,WY,WYOMING,247.000,943,381.781
1942,AK,ALASKA,,,
1942,AL,ALABAMA,2941.000,3711,126.165
1942,AR,ARKANSAS,1977.000,4601,232.726
1942,AZ,ARIZONA,524.000,3882,740.840
1942,CA,CALIFORNIA,7735.000,94524,1222.030
1942,CO,COLORADO,1113.000,5626,505.481
1942,CT,CONNECTICUT,1792.000,10534,587.863
1942,DC,DISTRICT OF COLUMBIA,851.000,1623,190.717
1942,DE,DELAWARE,279.000,252,90.143
1942,FL,FLORIDA,2151.000,4079,189.633
1942,GA,GEORGIA,3209.000,5415,168.760
1942,HI,HAWAII,,,
1942,IA,IOWA,2439.000,6214,254.777
1942,ID,IDAHO,478.000,1888,395.084
1942,IL,ILLINOIS,8057.000,10690,132.686
1942,IN,INDIANA,3507.000,3331,94.981
1942,KS,KANSAS,1760.000,9420,535.227
1942,KY,KENTUCKY,2797.000,2352,84.072
1942,LA,LOUISIANA,2546.000,3150,123.704
1942,MA,MASSACHUSETTS,4370.000,24686,564.908
1942,MD,MARYLAND,1998.000,10693,535.210
1942,ME,MAINE,839.000,4535,540.584
1942,MI,MICHIGAN,5549.000,9341,168.337
1942,MN,MINNESOTA,2662.000,15112,567.693
1942,MO,MISSOURI,3829.000,6842,178.676
1942,MS,MISSISSIPPI,2210.000,0,0.000
1942,MT,MONTANA,518.000,3048,588.514
1942,NC,NORTH CAROLINA,3569.000,20160,564.878
1942,ND,NORTH DAKOTA,583.000,1598,274.099
1942,NE,NEBRASKA,1239.000,5309,428.531
1942,NH,NEW HAMPSHIRE,481.000,804,167.152
1942,NJ,NEW JERSEY,4297.000,13840,322.085
1942,NM,NEW MEXICO,502.000,1585,315.637
1942,NV,NEVADA,137.000,1112,811.679
1942,NY,NEW YORK,13002.000,24864,191.228
1942,OH,OHIO,6969.000,8855,127.063
1942,OK,OKLAHOMA,2215.000,5779,260.880
1942,OR,OREGON,1107.000,5525,499.097
1942,PA,PENNSYLVANIA,9704.000,36913,380.395
1942,RI,RHODE ISLAND,748.000,4558,609.291
1942,SC,SOUTH CAROLINA,2007.000,4380,218.236
1942,SD,SOUTH DAKOTA,589.000,842,143.039
1942,TN,TENNESSEE,2939.000,3125,106.346
1942,TX,TEXAS,6711.000,34715,517.285
1942,UT,UTAH,575.000,14887,2589.043
1942,VA,VIRGINIA,3038.000,32546,1071.283
1942,VT,VERMONT,343.000,609,177.617
1942,WA,WASHINGTON,1901.000,12273,645.634
1942,WI,WISCONSIN,3053.000,23869,781.805
1942,WV,WEST VIRGINIA,1831.000,5562,303.796
1942,WY,WYOMING,251.000,1594,635.259
1943,AK,ALASKA,,,
1943,AL,ALABAMA,2902.000,3797,130.824
1943,AR,ARKANSAS,1843.000,2997,162.588
1943,AZ,ARIZONA,692.000,1194,172.471
1943,CA,CALIFORNIA,8506.000,28927,340.078
1943,CO,COLORADO,1153.000,11264,976.973
1943,CT,CONNECTICUT,1792.000,9863,550.391
1943,DC,DISTRICT OF COLUMBIA,900.000,2109,234.278
1943,DE,DELAWARE,282.000,1592,564.539
1943,FL,FLORIDA,2451.000,1681,68.605
1943,GA,GEORGIA,3245.000,4104,126.456
1943,HI,HAWAII,,,
1943,IA,IOWA,2334.000,5666,242.781
1943,ID,IDAHO,500.000,3255,650.900
1943,IL,ILLINOIS,7761.000,25492,328.469
1943,IN,INDIANA,3449.000,9072,263.018
1943,KS,KANSAS,1796.000,9839,547.829
1943,KY,KENTUCKY,2693.000,10335,383.791
1943,LA,LOUISIANA,2565.000,2730,106.433
1943,MA,MASSACHUSETTS,4257.000,32021,752.185
1943,MD,MARYLAND,2089.000,4111,196.769
1943,ME,MAINE,806.000,2402,298.015
1943,MI,MICHIGAN,5405.000,41358,765.180
1943,MN,MINNESOTA,2577.000,10257,398.002
1943,MO,MISSOURI,3705.000,7265,196.100
1943,MS,MISSISSIPPI,2280.000,,
1943,MT,MONTANA,485.000,5442,1122.062
1943,NC,NORTH CAROLINA,3654.000,6065,165.982
1943,ND,NORTH DAKOTA,546.000,4360,798.535
1943,NE,NEBRASKA,1241.000,4978,401.088
1943,NH,NEW HAMPSHIRE,462.000,975,211.147
1943,NJ,NEW JERSEY,4226.000,39181,927.142
1943,NM,NEW MEXICO,534.000,565,105.712
1943,NV,NEVADA,151.000,600,397.351
1943,NY,NEW YORK,12807.000,61241,478.188
1943,OH,OHIO,6868.000,18985,276.427
1943,OK,OKLAHOMA,2205.000,1676,76.032
1943,OR,OREGON,1221.000,8474,693.980
1943,PA,PENNSYLVANIA,9444.000,53183,563.141
1943,RI,RHODE ISLAND,760.000,2252,296.382
1943,SC,SOUTH CAROLINA,1967.000,3024,153.711
1943,SD,SOUTH DAKOTA,587.000,2978,507.325
1943,TN,TENNESSEE,2972.000,5795,194.970
1943,TX,TEXAS,7012.000,16369,233.450
1943,UT,UTAH,631.000,7643,1211.252
1943,VA,VIRGINIA,3130.000,72732,2323.700
1943,VT,VERMONT,327.000,1116,341.326
1943,WA,WASHINGTON,2027.000,15509,765.096
1943,WI,WISCONSIN,3014.000,38897,1290.544
1943,WV,WEST VIRGINIA,1741.000,2328,133.716
1943,WY,WYOMING,247.000,2689,1088.664
1944,AK,ALASKA,,,
1944,AL,ALABAMA,2802.000,7084,252.837
1944,AR,ARKANSAS,1768.000,3668,207.466
1944,AZ,ARIZONA,610.000,4494,736.721
1944,CA,CALIFORNIA,8945.000,53667,599.961
1944,CO,COLORADO,1137.000,6327,556.464
1944,CT,CONNECTICUT,1778.000,8774,493.504
1944,DC,DISTRICT OF COLUMBIA,881.000,2732,310.102
1944,DE,DELAWARE,285.000,394,138.421
1944,FL,FLORIDA,2420.000,4593,189.773
1944,GA,GEORGIA,3176.000,5448,171.521
1944,HI,HAWAII,,,
1944,IA,IOWA,2301.000,4634,201.391
1944,ID,IDAHO,529.000,965,182.325
1944,IL,ILLINOIS,7719.000,18511,239.811
1944,IN,INDIANA,3440.000,5128,149.084
1944,KS,KANSAS,1779.000,9814,551.630
1944,KY,KENTUCKY,2631.000,2276,86.488
1944,LA,LOUISIANA,2508.000,2607,103.967
1944,MA,MASSACHUSETTS,4192.000,18168,433.385
1944,MD,MARYLAND,2118.000,13000,613.787
1944,ME,MAINE,801.000,4895,611.111
1944,MI,MICHIGAN,5467.000,25526,466.901
1944,MN,MINNESOTA,2526.000,19463,770.507
1944,MO,MISSOURI,3560.000,5552,155.955
1944,MS,MISSISSIPPI,2167.000,0,0.000
1944,MT,MONTANA,469.000,3381,720.789
1944,NC,NORTH CAROLINA,3560.000,23904,671.475
1944,ND,NORTH DAKOTA,534.000,3441,644.382
1944,NE,NEBRASKA,1216.000,2263,186.143
1944,NH,NEW HAMPSHIRE,456.000,574,125.987
1944,NJ,NEW JERSEY,4158.000,27386,658.634
1944,NM,NEW MEXICO,527.000,1601,303.700
1944,NV,NEVADA,153.000,374,244.444
1944,NY,NEW YORK,12628.000,42287,334.863
1944,OH,OHIO,6918.000,38596,557.900
1944,OK,OKLAHOMA,2043.000,3407,166.789
1944,OR,OREGON,1233.000,2958,239.862
1944,PA,PENNSYLVANIA,9214.000,23641,256.572
1944,RI,RHODE ISLAND,795.000,4261,535.975
1944,SC,SOUTH CAROLINA,1943.000,7065,363.613
1944,SD,SOUTH DAKOTA,565.000,1462,258.761
1944,TN,TENNESSEE,2868.000,5289,184.397
1944,TX,TEXAS,6876.000,37281,542.197
1944,UT,UTAH,605.000,1214,200.661
1944,VA,VIRGINIA,3248.000,24407,751.433
1944,VT,VERMONT,314.000,1493,475.462
1944,WA,WASHINGTON,2092.000,5523,264.030
1944,WI,WISCONSIN,2980.000,41955,1407.886
1944,WV,WEST VIRGINIA,1706.000,8483,497.245
1944,WY,WYOMING,242.000,1762,728.099
1945,AK,ALASKA,,,
1945,AL,ALABAMA,2775.000,758,27.315
1945,AR,ARKANSAS,1762.000,1225,69.523
1945,AZ,ARIZONA,594.000,557,93.687
1945,CA,CALIFORNIA,9344.000,31720,339.464
1945,CO,COLORADO,1116.000,1071,95.923
1945,CT,CONNECTICUT,1769.000,3011,170.209
1945,DC,DISTRICT OF COLUMBIA,876.000,347,39.612
1945,DE,DELAWARE,286.000,277,96.853
1945,FL,FLORIDA,2465.000,977,39.635
1945,GA,GEORGIA,3119.000,859,27.541
1945,HI,HAWAII,,,
1945,IA,IOWA,2308.000,1417,61.395
1945,ID,IDAHO,507.000,1318,259.961
1945,IL,ILLINOIS,7601.000,7848,103.256
1945,IN,INDIANA,3427.000,1147,33.455
1945,KS,KANSAS,1731.000,1661,95.956
1945,KY,KENTUCKY,2597.000,1587,61.109
1945,LA,LOUISIANA,2429.000,1001,41.190
1945,MA,MASSACHUSETTS,4201.000,7840,186.634
1945,MD,MARYLAND,2096.000,1832,87.428
1945,ME,MAINE,800.000,491,61.313
1945,MI,MICHIGAN,5475.000,6636,121.205
1945,MN,MINNESOTA,2537.000,1596,62.929
1945,MO,MISSOURI,3516.000,1062,30.205
1945,MS,MISSISSIPPI,2090.000,0,0.000
1945,MT,MONTANA,477.000,836,175.262
1945,NC,NORTH CAROLINA,3533.000,2562,72.516
1945,ND,NORTH DAKOTA,546.000,350,64.103
1945,NE,NEBRASKA,1211.000,866,71.552
1945,NH,NEW HAMPSHIRE,459.000,155,33.878
1945,NJ,NEW JERSEY,4108.000,3240,78.883
1945,NM,NEW MEXICO,537.000,364,67.877
1945,NV,NEVADA,149.000,107,71.812
1945,NY,NEW YORK,12495.000,6546,52.389
1945,OH,OHIO,6916.000,3445,49.812
1945,OK,OKLAHOMA,2028.000,1037,51.109
1945,OR,OREGON,1250.000,1954,156.320
1945,PA,PENNSYLVANIA,9143.000,11639,127.300
1945,RI,RHODE ISLAND,776.000,431,55.541
1945,SC,SOUTH CAROLINA,1934.000,1526,78.904
1945,SD,SOUTH DAKOTA,579.000,582,100.604
1945,TN,TENNESSEE,2878.000,1895,65.862
1945,TX,TEXAS,6826.000,12891,188.851
1945,UT,UTAH,591.000,4409,746.108
1945,VA,VIRGINIA,3193.000,5747,180.000
1945,VT,VERMONT,315.000,203,64.438
1945,WA,WASHINGTON,2206.000,6435,291.704
1945,WI,WISCONSIN,2961.000,4901,165.535
1945,WV,WEST VIRGINIA,1708.000,1360,79.625
1945,WY,WYOMING,239.000,377,157.531
1946,AK,ALASKA,,,
1946,AL,ALABAMA,2911.000,3690,126.761
1946,AR,ARKANSAS,1797.000,3027,168.447
1946,AZ,ARIZONA,616.000,3072,498.701
1946,CA,CALIFORNIA,9559.000,54979,575.160
1946,CO,COLORADO,1203.000,11942,992.727
1946,CT,CONNECTICUT,1906.000,7584,397.901
1946,DC,DISTRICT OF COLUMBIA,899.000,4189,465.962
1946,DE,DELAWARE,299.000,595,198.997
1946,FL,FLORIDA,2440.000,2853,116.926
1946,GA,GEORGIA,3242.000,3796,117.104
1946,HI,HAWAII,,,
1946,IA,IOWA,2467.000,3959,160.478
1946,ID,IDAHO,509.000,2207,433.595
1946,IL,ILLINOIS,8155.000,24313,298.136
1946,IN,INDIANA,3702.000,10848,293.017
1946,KS,KANSAS,1805.000,11880,658.172
1946,KY,KENTUCKY,2761.000,7444,269.594
1946,LA,LOUISIANA,2556.000,3228,126.311
1946,MA,MASSACHUSETTS,4494.000,35880,798.387
1946,MD,MARYLAND,2214.000,10813,488.415
1946,ME,MAINE,832.000,4809,578.005
1946,MI,MICHIGAN,5874.000,36884,627.920
1946,MN,MINNESOTA,2734.000,1225,44.806
1946,MO,MISSOURI,3746.000,6253,166.925
1946,MS,MISSISSIPPI,2064.000,,
1946,MT,MONTANA,514.000,2172,422.665
1946,NC,NORTH CAROLINA,3706.000,8346,225.189
1946,ND,NORTH DAKOTA,570.000,232,40.789
1946,NE,NEBRASKA,1256.000,4969,395.621
1946,NH,NEW HAMPSHIRE,494.000,1120,226.721
1946,NJ,NEW JERSEY,4492.000,51736,1151.736
1946,NM,NEW MEXICO,561.000,1208,215.419
1946,NV,NEVADA,143.000,180,125.874
1946,NY,NEW YORK,13398.000,80499,600.828
1946,OH,OHIO,7512.000,15058,200.453
1946,OK,OKLAHOMA,2128.000,4021,188.957
1946,OR,OREGON,1338.000,6066,453.401
1946,PA,PENNSYLVANIA,9866.000,60330,611.489
1946,RI,RHODE ISLAND,770.000,1237,160.584
1946,SC,SOUTH CAROLINA,1936.000,6935,358.187
1946,SD,SOUTH DAKOTA,588.000,1116,189.711
1946,TN,TENNESSEE,3074.000,4625,150.455
1946,TX,TEXAS,7197.000,29520,410.171
1946,UT,UTAH,638.000,7940,1244.592
1946,VA,VIRGINIA,3212.000,27579,858.626
1946,VT,VERMONT,342.000,1320,385.819
1946,WA,WASHINGTON,2288.000,11752,513.636
1946,WI,WISCONSIN,3167.000,42236,1333.628
1946,WV,WEST VIRGINIA,1826.000,2567,140.581
1946,WY,WYOMING,254.000,1010,397.638
1947,AK,ALASKA,,,
1947,AL,ALABAMA,2942.000,3744,127.260
1947,AR,ARKANSAS,1836.000,2398,130.637
1947,AZ,ARIZONA,653.000,1466,224.502
1947,CA,CALIFORNIA,9832.000,7371,74.975
1947,CO,COLORADO,1237.000,1768,142.926
1947,CT,CONNECTICUT,1967.000,16029,814.896
1947,DC,DISTRICT OF COLUMBIA,888.000,534,60.135
1947,DE,DELAWARE,305.000,59,19.344
1947,FL,FLORIDA,2528.000,1342,53.066
1947,GA,GEORGIA,3272.000,3351,102.430
1947,HI,HAWAII,,,
1947,IA,IOWA,2509.000,4463,177.860
1947,ID,IDAHO,522.000,267,51.149
1947,IL,ILLINOIS,8341.000,7629,91.458
1947,IN,INDIANA,3779.000,2302,60.916
1947,KS,KANSAS,1853.000,891,48.084
1947,KY,KENTUCKY,2803.000,844,30.093
1947,LA,LOUISIANA,2579.000,1288,49.961
1947,MA,MASSACHUSETTS,4580.000,11572,252.664
1947,MD,MARYLAND,2248.000,1144,50.890
1947,ME,MAINE,854.000,4309,504.567
1947,MI,MICHIGAN,6076.000,8994,148.025
1947,MN,MINNESOTA,2796.000,8930,319.367
1947,MO,MISSOURI,3845.000,1290,33.563
1947,MS,MISSISSIPPI,2107.000,316,14.974
1947,MT,MONTANA,531.000,4478,843.409
1947,NC,NORTH CAROLINA,3769.000,4810,127.607
1947,ND,NORTH DAKOTA,578.000,1365,236.073
1947,NE,NEBRASKA,1265.000,473,37.391
1947,NH,NEW HAMPSHIRE,507.000,309,61.045
1947,NJ,NEW JERSEY,4618.000,11578,250.704
1947,NM,NEW MEXICO,582.000,1320,226.804
1947,NV,NEVADA,149.000,28,18.456
1947,NY,NEW YORK,13982.000,15097,107.971
1947,OH,OHIO,7705.000,18449,239.448
1947,OK,OKLAHOMA,2133.000,229,10.759
1947,OR,OREGON,1361.000,979,71.932
1947,PA,PENNSYLVANIA,10196.000,11559,113.373
1947,RI,RHODE ISLAND,776.000,3937,507.345
1947,SC,SOUTH CAROLINA,1992.000,3225,161.872
1947,SD,SOUTH DAKOTA,601.000,1312,218.303
1947,TN,TENNESSEE,3166.000,1931,60.976
1947,TX,TEXAS,7388.000,8089,109.495
1947,UT,UTAH,636.000,631,99.214
1947,VA,VIRGINIA,3201.000,43177,1348.870
1947,VT,VERMONT,354.000,857,242.174
1947,WA,WASHINGTON,2211.000,1411,63.817
1947,WI,WISCONSIN,3250.000,12453,383.169
1947,WV,WEST VIRGINIA,1883.000,2703,143.574
1947,WY,WYOMING,258.000,439,170.155
1948,AK,ALASKA,,,
1948,AL,ALABAMA,2969.000,2051,69.080
1948,AR,ARKANSAS,1825.000,3802,208.329
1948,AZ,ARIZONA,690.000,4301,623.406
1948,CA,CALIFORNIA,10064.000,49097,487.848
1948,CO,COLORADO,1263.000,9135,723.278
1948,CT,CONNECTICUT,2014.000,2832,140.591
1948,DC,DISTRICT OF COLUMBIA,840.000,2562,305.060
1948,DE,DELAWARE,312.000,1039,333.173
1948,FL,FLORIDA,2578.000,3928,152.366
1948,GA,GEORGIA,3259.000,1233,37.818
1948,HI,HAWAII,,,
1948,IA,IOWA,2543.000,8957,352.241
1948,ID,IDAHO,551.000,1517,275.227
1948,IL,ILLINOIS,8552.000,36515,426.976
1948,IN,INDIANA,3877.000,14213,366.585
1948,KS,KANSAS,1892.000,1103,58.298
1948,KY,KENTUCKY,2817.000,3605,127.973
1948,LA,LOUISIANA,2596.000,1496,57.627
1948,MA,MASSACHUSETTS,4674.000,31548,674.968
1948,MD,MARYLAND,2271.000,9888,435.381
1948,ME,MAINE,878.000,2941,335.023
1948,MI,MICHIGAN,6213.000,34859,561.074
1948,MN,MINNESOTA,2868.000,8212,286.332
1948,MO,MISSOURI,3844.000,5774,150.221
1948,MS,MISSISSIPPI,2076.000,1210,58.261
1948,MT,MONTANA,542.000,1852,341.605
1948,NC,NORTH CAROLINA,3837.000,1035,26.961
1948,ND,NORTH DAKOTA,580.000,1244,214.483
1948,NE,NEBRASKA,1265.000,3330,263.281
1948,NH,NEW HAMPSHIRE,520.000,404,77.596
1948,NJ,NEW JERSEY,4774.000,34155,715.448
1948,NM,NEW MEXICO,604.000,1055,174.669
1948,NV,NEVADA,156.000,59,38.141
1948,NY,NEW YORK,14497.000,47977,330.944
1948,OH,OHIO,7876.000,22234,282.301
1948,OK,OKLAHOMA,2089.000,1379,66.012
1948,OR,OREGON,1405.000,5165,367.616
1948,PA,PENNSYLVANIA,10287.000,31549,306.688
1948,RI,RHODE ISLAND,787.000,381,48.412
1948,SC,SOUTH CAROLINA,1996.000,2409,120.666
1948,SD,SOUTH DAKOTA,612.000,859,140.278
1948,TN,TENNESSEE,3216.000,4102,127.550
1948,TX,TEXAS,7626.000,44525,583.858
1948,UT,UTAH,653.000,5948,910.949
1948,VA,VIRGINIA,3207.000,13056,407.103
1948,VT,VERMONT,359.000,687,191.300
1948,WA,WASHINGTON,2255.000,10875,482.284
1948,WI,WISCONSIN,3314.000,30693,926.147
1948,WV,WEST VIRGINIA,1899.000,5611,295.471
1948,WY,WYOMING,269.000,2167,805.390
1949,AK,ALASKA,,,
1949,AL,ALABAMA,3000.000,11066,368.867
1949,AR,ARKANSAS,1844.000,12313,667.733
1949,AZ,ARIZONA,714.000,3795,531.513
1949,CA,CALIFORNIA,10337.000,33161,320.799
1949,CO,COLORADO,1295.000,7221,557.606
1949,CT,CONNECTICUT,2032.000,19012,935.630
1949,DC,DISTRICT OF COLUMBIA,807.000,2248,278.563
1949,DE,DELAWARE,316.000,741,234.494
1949,FL,FLORIDA,2668.000,3843,144.040
1949,GA,GEORGIA,3325.000,9599,288.692
1949,HI,HAWAII,,,
1949,IA,IOWA,2578.000,2243,87.005
1949,ID,IDAHO,570.000,2913,511.053
1949,IL,ILLINOIS,8670.000,5715,65.917
1949,IN,INDIANA,3958.000,3964,100.152
1949,KS,KANSAS,1925.000,16984,882.286
1949,KY,KENTUCKY,2849.000,8393,294.595
1949,LA,LOUISIANA,2634.000,1359,51.595
1949,MA,MASSACHUSETTS,4741.000,26401,556.866
1949,MD,MARYLAND,2329.000,17240,740.232
1949,ME,MAINE,903.000,10013,1108.859
1949,MI,MICHIGAN,6332.000,19761,312.081
1949,MN,MINNESOTA,2935.000,3359,114.446
1949,MO,MISSOURI,3882.000,7910,203.761
1949,MS,MISSISSIPPI,2085.000,2226,106.763
1949,MT,MONTANA,569.000,3847,676.098
1949,NC,NORTH CAROLINA,3911.000,17306,442.496
1949,ND,NORTH DAKOTA,597.000,1468,245.896
1949,NE,NEBRASKA,1302.000,2708,207.988
1949,NH,NEW HAMPSHIRE,533.000,1229,230.582
1949,NJ,NEW JERSEY,4889.000,34473,705.114
1949,NM,NEW MEXICO,644.000,4324,671.429
1949,NV,NEVADA,157.000,95,60.510
1949,NY,NEW YORK,14892.000,52580,353.075
1949,OH,OHIO,7973.000,21389,268.268
