Year,AdminISO,AdminName,Population,Cases,Incidence
1949,OK,OKLAHOMA,2105.000,7453,354.062
1949,OR,OREGON,1431.000,9793,684.347
1949,PA,PENNSYLVANIA,10390.000,50284,483.965
1949,RI,RHODE ISLAND,801.000,4499,561.673
1949,SC,SOUTH CAROLINA,2029.000,9193,453.080
1949,SD,SOUTH DAKOTA,631.000,993,157.369
1949,TN,TENNESSEE,3236.000,8179,252.750
1949,TX,TEXAS,7623.000,57133,749.482
1949,UT,UTAH,671.000,3533,526.528
1949,VA,VIRGINIA,3292.000,56339,1711.382
1949,VT,VERMONT,369.000,2396,649.362
1949,WA,WASHINGTON,2294.000,12644,551.177
1949,WI,WISCONSIN,3391.000,39712,1171.100
1949,WV,WEST VIRGINIA,1930.000,3637,188.446
1949,WY,WYOMING,277.000,558,201.444
1950,AK,ALASKA,135.000,,
1950,AL,ALABAMA,3058.000,1556,50.883
1950,AR,ARKANSAS,1908.000,1739,91.143
1950,AZ,ARIZONA,756.000,2389,316.005
1950,CA,CALIFORNIA,10677.000,14728,137.941
1950,CO,COLORADO,1325.000,5239,395.396
1950,CT,CONNECTICUT,2016.000,3980,197.421
1950,DC,DISTRICT OF COLUMBIA,806.000,1721,213.524
1950,DE,DELAWARE,321.000,625,194.704
1950,FL,FLORIDA,2810.000,2344,83.416
1950,GA,GEORGIA,3458.000,2159,62.435
1950,HI,HAWAII,498.000,66,13.253
1950,IA,IOWA,2625.000,10486,399.467
1950,ID,IDAHO,590.000,1912,324.068
1950,IL,ILLINOIS,8738.000,17507,200.355
1950,IN,INDIANA,3967.000,6721,169.423
1950,KS,KANSAS,1916.000,1785,93.163
1950,KY,KENTUCKY,2936.000,4775,162.636
1950,LA,LOUISIANA,2697.000,770,28.550
1950,MA,MASSACHUSETTS,4686.000,12405,264.725
1950,MD,MARYLAND,2355.000,1454,61.741
1950,ME,MAINE,917.000,973,106.107
1950,MI,MICHIGAN,6407.000,36859,575.293
1950,MN,MINNESOTA,2997.000,3751,125.158
1950,MO,MISSOURI,3964.000,2301,58.047
1950,MS,MISSISSIPPI,2176.000,2165,99.494
1950,MT,MONTANA,593.000,1780,300.169
1950,NC,NORTH CAROLINA,4068.000,4836,118.879
1950,ND,NORTH DAKOTA,619.000,394,63.651
1950,NE,NEBRASKA,1327.000,3653,275.283
1950,NH,NEW HAMPSHIRE,532.000,183,34.398
1950,NJ,NEW JERSEY,4872.000,29313,601.663
1950,NM,NEW MEXICO,689.000,937,135.994
1950,NV,NEVADA,162.000,110,67.901
1950,NY,NEW YORK,14865.000,29924,201.305
1950,OH,OHIO,7980.000,12911,161.792
1950,OK,OKLAHOMA,2229.000,613,27.501
1950,OR,OREGON,1532.000,757,49.413
1950,PA,PENNSYLVANIA,10507.000,17382,165.433
1950,RI,RHODE ISLAND,786.000,241,30.662
1950,SC,SOUTH CAROLINA,2113.000,1915,90.629
1950,SD,SOUTH DAKOTA,655.000,672,102.595
1950,TN,TENNESSEE,3315.000,3452,104.133
1950,TX,TEXAS,7776.000,13658,175.643
1950,UT,UTAH,696.000,6119,879.167
1950,VA,VIRGINIA,3315.000,5222,157.520
1950,VT,VERMONT,379.000,324,85.430
1950,WA,WASHINGTON,2387.000,3404,142.606
1950,WI,WISCONSIN,3438.000,18796,546.713
1950,WV,WEST VIRGINIA,2006.000,5881,293.170
1950,WY,WYOMING,290.000,609,210.000
1951,AK,ALASKA,158.000,,
1951,AL,ALABAMA,3059.000,3158,103.236
1951,AR,ARKANSAS,1901.000,7625,401.105
1951,AZ,ARIZONA,785.000,10609,1351.465
1951,CA,CALIFORNIA,11134.000,61055,548.365
1951,CO,COLORADO,1326.000,12385,934.012
1951,CT,CONNECTICUT,2028.000,4612,227.416
1951,DC,DISTRICT OF COLUMBIA,808.000,1496,185.149
1951,DE,DELAWARE,331.000,690,208.459
1951,FL,FLORIDA,2980.000,2270,76.174
1951,GA,GEORGIA,3531.000,7523,213.056
1951,HI,HAWAII,514.000,4910,955.253
1951,IA,IOWA,2617.000,2716,103.783
1951,ID,IDAHO,589.000,2109,358.065
1951,IL,ILLINOIS,8790.000,16494,187.645
1951,IN,INDIANA,4096.000,4178,102.002
1951,KS,KANSAS,1950.000,11158,572.205
1951,KY,KENTUCKY,2941.000,8558,290.989
1951,LA,LOUISIANA,2769.000,2180,78.729
1951,MA,MASSACHUSETTS,4654.000,14499,311.538
1951,MD,MARYLAND,2441.000,6568,269.070
1951,ME,MAINE,916.000,1768,193.013
1951,MI,MICHIGAN,6497.000,14414,221.856
1951,MN,MINNESOTA,3010.000,2810,93.355
1951,MO,MISSOURI,4015.000,7571,188.568
1951,MS,MISSISSIPPI,2163.000,1974,91.262
1951,MT,MONTANA,596.000,2483,416.611
1951,NC,NORTH CAROLINA,4120.000,3353,81.383
1951,ND,NORTH DAKOTA,604.000,2579,426.987
1951,NE,NEBRASKA,1316.000,549,41.717
1951,NH,NEW HAMPSHIRE,529.000,1039,196.408
1951,NJ,NEW JERSEY,5006.000,19773,394.986
1951,NM,NEW MEXICO,717.000,2133,297.490
1951,NV,NEVADA,168.000,288,171.429
1951,NY,NEW YORK,14890.000,35827,240.611
1951,OH,OHIO,8061.000,23843,295.782
1951,OK,OKLAHOMA,2210.000,7954,359.910
1951,OR,OREGON,1556.000,9613,617.802
1951,PA,PENNSYLVANIA,10461.000,31369,299.866
1951,RI,RHODE ISLAND,784.000,888,113.265
1951,SC,SOUTH CAROLINA,2167.000,743,34.287
1951,SD,SOUTH DAKOTA,655.000,699,106.718
1951,TN,TENNESSEE,3372.000,2719,80.635
1951,TX,TEXAS,8111.000,65601,808.791
1951,UT,UTAH,706.000,2340,331.445
1951,VA,VIRGINIA,3434.000,38837,1130.952
1951,VT,VERMONT,378.000,1545,408.707
1951,WA,WASHINGTON,2424.000,17776,733.333
1951,WI,WISCONSIN,3439.000,32948,958.069
1951,WV,WEST VIRGINIA,1984.000,4509,227.268
1951,WY,WYOMING,291.000,2193,753.608
1952,AK,ALASKA,189.000,,
1952,AL,ALABAMA,3068.000,10791,351.728
1952,AR,ARKANSAS,1838.000,3466,188.547
1952,AZ,ARIZONA,842.000,3575,424.584
1952,CA,CALIFORNIA,11635.000,39011,335.294
1952,CO,COLORADO,1365.000,5281,386.923
1952,CT,CONNECTICUT,2081.000,24535,1179.000
1952,DC,DISTRICT OF COLUMBIA,805.000,2304,286.211
1952,DE,DELAWARE,341.000,407,119.355
1952,FL,FLORIDA,3157.000,3473,110.010
1952,GA,GEORGIA,3584.000,8080,225.432
1952,HI,HAWAII,517.000,,
1952,IA,IOWA,2626.000,3173,120.811
1952,ID,IDAHO,587.000,1151,196.082
1952,IL,ILLINOIS,8956.000,26379,294.540
1952,IN,INDIANA,4148.000,7430,179.122
1952,KS,KANSAS,1977.000,6446,326.075
1952,KY,KENTUCKY,2920.000,10599,362.979
1952,LA,LOUISIANA,2842.000,680,23.927
1952,MA,MASSACHUSETTS,4650.000,43713,940.065
1952,MD,MARYLAND,2500.000,8701,348.040
1952,ME,MAINE,915.000,9037,987.705
1952,MI,MICHIGAN,6650.000,27097,407.474
1952,MN,MINNESOTA,3030.000,2938,96.964
1952,MO,MISSOURI,3972.000,2420,60.939
1952,MS,MISSISSIPPI,2152.000,1390,64.591
1952,MT,MONTANA,602.000,3877,643.937
1952,NC,NORTH CAROLINA,4109.000,3842,93.502
1952,ND,NORTH DAKOTA,608.000,2628,432.155
1952,NE,NEBRASKA,1311.000,2806,214.035
1952,NH,NEW HAMPSHIRE,535.000,2393,447.290
1952,NJ,NEW JERSEY,5125.000,65738,1282.683
1952,NM,NEW MEXICO,735.000,1548,210.612
1952,NV,NEVADA,181.000,516,285.359
1952,NY,NEW YORK,15192.000,76050,500.589
1952,OH,OHIO,8275.000,20524,248.018
1952,OK,OKLAHOMA,2219.000,2041,91.978
1952,OR,OREGON,1582.000,3318,209.766
1952,PA,PENNSYLVANIA,10503.000,37651,358.474
1952,RI,RHODE ISLAND,802.000,5339,665.773
1952,SC,SOUTH CAROLINA,2178.000,1779,81.703
1952,SD,SOUTH DAKOTA,651.000,751,115.284
1952,TN,TENNESSEE,3352.000,6720,200.477
1952,TX,TEXAS,8314.000,23552,283.281
1952,UT,UTAH,724.000,4724,652.486
1952,VA,VIRGINIA,3504.000,48963,1397.333
1952,VT,VERMONT,375.000,1412,376.527
1952,WA,WASHINGTON,2448.000,5968,243.791
1952,WI,WISCONSIN,3469.000,39575,1140.833
1952,WV,WEST VIRGINIA,1957.000,5284,269.980
1952,WY,WYOMING,293.000,679,231.741
1953,AK,ALASKA,205.000,,
1953,AL,ALABAMA,3053.000,2869,93.973
1953,AR,ARKANSAS,1780.000,12947,727.388
1953,AZ,ARIZONA,894.000,4987,557.886
1953,CA,CALIFORNIA,12251.000,53771,438.911
1953,CO,COLORADO,1431.000,9788,683.962
1953,CT,CONNECTICUT,2168.000,2168,100.000
1953,DC,DISTRICT OF COLUMBIA,810.000,357,44.074
1953,DE,DELAWARE,351.000,407,115.954
1953,FL,FLORIDA,3310.000,1276,38.550
1953,GA,GEORGIA,3558.000,3078,86.509
1953,HI,HAWAII,510.000,,
1953,IA,IOWA,2629.000,10878,413.769
1953,ID,IDAHO,596.000,1933,324.329
1953,IL,ILLINOIS,9065.000,15746,173.696
1953,IN,INDIANA,4182.000,6799,162.578
1953,KS,KANSAS,1994.000,14973,750.878
1953,KY,KENTUCKY,2903.000,3906,134.550
1953,LA,LOUISIANA,2866.000,4469,155.932
1953,MA,MASSACHUSETTS,4806.000,3281,68.269
1953,MD,MARYLAND,2567.000,2040,79.470
1953,ME,MAINE,913.000,1658,181.544
1953,MI,MICHIGAN,6822.000,22037,323.021
1953,MN,MINNESOTA,3050.000,4155,136.246
1953,MO,MISSOURI,4020.000,8799,218.881
1953,MS,MISSISSIPPI,2105.000,2430,115.416
1953,MT,MONTANA,616.000,3112,505.276
1953,NC,NORTH CAROLINA,4120.000,4756,115.449
1953,ND,NORTH DAKOTA,609.000,1549,254.433
1953,NE,NEBRASKA,1318.000,2421,183.725
1953,NH,NEW HAMPSHIRE,547.000,278,50.731
1953,NJ,NEW JERSEY,5229.000,4246,81.191
1953,NM,NEW MEXICO,756.000,5012,662.897
1953,NV,NEVADA,195.000,199,102.308
1953,NY,NEW YORK,15527.000,11516,74.164
1953,OH,OHIO,8591.000,27058,314.958
1953,OK,OKLAHOMA,2182.000,3777,173.098
1953,OR,OREGON,1601.000,8936,558.151
1953,PA,PENNSYLVANIA,10662.000,15586,146.183
1953,RI,RHODE ISLAND,815.000,505,61.963
1953,SC,SOUTH CAROLINA,2181.000,1949,89.363
1953,SD,SOUTH DAKOTA,648.000,446,68.827
1953,TN,TENNESSEE,3319.000,2814,84.770
1953,TX,TEXAS,8336.000,73839,885.791
1953,UT,UTAH,739.000,5730,775.372
1953,VA,VIRGINIA,3557.000,5298,148.945
1953,VT,VERMONT,379.000,527,138.965
1953,WA,WASHINGTON,2466.000,11667,473.114
1953,WI,WISCONSIN,3506.000,40910,1166.871
1953,WV,WEST VIRGINIA,1929.000,5972,309.590
1953,WY,WYOMING,290.000,1443,497.586
1954,AK,ALASKA,215.000,1487,691.628
1954,AL,ALABAMA,3014.000,8451,280.392
1954,AR,ARKANSAS,1734.000,2619,151.038
1954,AZ,ARIZONA,933.000,4959,531.511
1954,CA,CALIFORNIA,12746.000,60293,473.035
1954,CO,COLORADO,1493.000,1906,127.662
1954,CT,CONNECTICUT,2249.000,5026,223.477
1954,DC,DISTRICT OF COLUMBIA,791.000,3032,383.312
1954,DE,DELAWARE,368.000,1942,527.717
1954,FL,FLORIDA,3505.000,10945,312.268
1954,GA,GEORGIA,3602.000,6773,188.034
1954,HI,HAWAII,505.000,504,99.802
1954,IA,IOWA,2626.000,12530,477.152
1954,ID,IDAHO,600.000,4405,734.167
1954,IL,ILLINOIS,9252.000,33190,358.733
1954,IN,INDIANA,4264.000,22049,517.097
1954,KS,KANSAS,2042.000,1355,66.357
1954,KY,KENTUCKY,2902.000,29774,1025.982
1954,LA,LOUISIANA,2883.000,3028,105.029
1954,MA,MASSACHUSETTS,4910.000,23325,475.051
1954,MD,MARYLAND,2685.000,11648,433.818
1954,ME,MAINE,927.000,5810,626.753
1954,MI,MICHIGAN,7066.000,40177,568.596
1954,MN,MINNESOTA,3113.000,2893,92.933
1954,MO,MISSOURI,4066.000,1541,37.900
1954,MS,MISSISSIPPI,2064.000,3012,145.930
1954,MT,MONTANA,624.000,4680,750.000
1954,NC,NORTH CAROLINA,4131.000,9472,229.291
1954,ND,NORTH DAKOTA,611.000,2775,454.173
1954,NE,NEBRASKA,1340.000,2568,191.642
1954,NH,NEW HAMPSHIRE,554.000,932,168.231
1954,NJ,NEW JERSEY,5360.000,23896,445.821
1954,NM,NEW MEXICO,763.000,2716,355.963
1954,NV,NEVADA,213.000,388,182.160
1954,NY,NEW YORK,15814.000,86718,548.362
1954,OH,OHIO,8873.000,28597,322.292
1954,OK,OKLAHOMA,2209.000,3361,152.150
1954,OR,OREGON,1626.000,3973,244.342
1954,PA,PENNSYLVANIA,10817.000,38057,351.826
1954,RI,RHODE ISLAND,816.000,1825,223.652
1954,SC,SOUTH CAROLINA,2176.000,5546,254.871
1954,SD,SOUTH DAKOTA,655.000,809,123.511
1954,TN,TENNESSEE,3359.000,13987,416.404
1954,TX,TEXAS,8382.000,75953,906.144
1954,UT,UTAH,750.000,7829,1043.867
1954,VA,VIRGINIA,3555.000,27026,760.212
1954,VT,VERMONT,377.000,2539,673.558
1954,WA,WASHINGTON,2516.000,21574,857.472
1954,WI,WISCONSIN,3608.000,10448,289.579
1954,WV,WEST VIRGINIA,1905.000,9755,512.073
1954,WY,WYOMING,293.000,1148,391.809
1955,AK,ALASKA,222.000,537,241.892
1955,AL,ALABAMA,3050.000,2125,69.672
1955,AR,ARKANSAS,1725.000,2994,173.565
1955,AZ,ARIZONA,987.000,10107,1024.012
1955,CA,CALIFORNIA,13133.000,67434,513.470
1955,CO,COLORADO,1546.000,4902,317.076
1955,CT,CONNECTICUT,2300.000,28902,1256.609
1955,DC,DISTRICT OF COLUMBIA,785.000,453,57.707
1955,DE,DELAWARE,389.000,105,26.992
1955,FL,FLORIDA,3747.000,1427,38.084
1955,GA,GEORGIA,3636.000,2478,68.152
1955,HI,HAWAII,539.000,6395,1186.456
1955,IA,IOWA,2679.000,7679,286.637
1955,ID,IDAHO,618.000,703,113.754
1955,IL,ILLINOIS,9435.000,13649,144.663
1955,IN,INDIANA,4363.000,3769,86.386
1955,KS,KANSAS,2093.000,3046,145.533
1955,KY,KENTUCKY,2910.000,2213,76.048
1955,LA,LOUISIANA,2946.000,167,5.669
1955,MA,MASSACHUSETTS,4882.000,46745,957.497
1955,MD,MARYLAND,2742.000,2290,83.516
1955,ME,MAINE,934.000,6636,710.493
1955,MI,MICHIGAN,7285.000,22520,309.128
1955,MN,MINNESOTA,3172.000,7146,225.284
1955,MO,MISSOURI,4134.000,3991,96.541
1955,MS,MISSISSIPPI,2060.000,1499,72.767
1955,MT,MONTANA,636.000,2861,449.843
1955,NC,NORTH CAROLINA,4242.000,1259,29.679
1955,ND,NORTH DAKOTA,615.000,2508,407.805
1955,NE,NEBRASKA,1374.000,166,12.082
1955,NH,NEW HAMPSHIRE,557.000,4631,831.418
1955,NJ,NEW JERSEY,5502.000,51559,937.096
1955,NM,NEW MEXICO,785.000,4881,621.783
1955,NV,NEVADA,237.000,392,165.401
1955,NY,NEW YORK,15966.000,38542,241.400
1955,OH,OHIO,9017.000,15356,170.301
1955,OK,OKLAHOMA,2250.000,2976,132.267
1955,OR,OREGON,1659.000,4897,295.178
1955,PA,PENNSYLVANIA,10939.000,18647,170.463
1955,RI,RHODE ISLAND,823.000,5409,657.230
1955,SC,SOUTH CAROLINA,2200.000,1173,53.318
1955,SD,SOUTH DAKOTA,663.000,422,63.650
1955,TN,TENNESSEE,3415.000,5876,172.064
1955,TX,TEXAS,8660.000,39466,455.727
1955,UT,UTAH,783.000,791,101.022
1955,VA,VIRGINIA,3588.000,67990,1894.933
1955,VT,VERMONT,375.000,450,120.123
1955,WA,WASHINGTON,2604.000,11068,425.038
1955,WI,WISCONSIN,3679.000,51103,1389.046
1955,WV,WEST VIRGINIA,1880.000,3839,204.202
1955,WY,WYOMING,307.000,555,180.782
1956,AK,ALASKA,224.000,2511,1120.982
1956,AL,ALABAMA,3071.000,7117,231.749
1956,AR,ARKANSAS,1704.000,8637,506.866
1956,AZ,ARIZONA,1053.000,6785,644.349
1956,CA,CALIFORNIA,13713.000,32254,235.207
1956,CO,COLORADO,1625.000,14190,873.231
1956,CT,CONNECTICUT,2316.000,2697,116.451
1956,DC,DISTRICT OF COLUMBIA,759.000,1596,210.277
1956,DE,DELAWARE,408.000,866,212.255
1956,FL,FLORIDA,4047.000,5149,127.230
1956,GA,GEORGIA,3701.000,4770,128.884
1956,HI,HAWAII,559.000,5154,922.004
1956,IA,IOWA,2703.000,8309,307.399
1956,ID,IDAHO,628.000,1994,317.516
1956,IL,ILLINOIS,9530.000,42124,442.015
1956,IN,INDIANA,4458.000,16415,368.214
1956,KS,KANSAS,2119.000,4254,200.755
1956,KY,KENTUCKY,2898.000,17687,610.317
1956,LA,LOUISIANA,3032.000,2112,69.657
1956,MA,MASSACHUSETTS,4891.000,3522,72.010
1956,MD,MARYLAND,2811.000,8736,310.779
1956,ME,MAINE,938.000,1082,115.352
1956,MI,MICHIGAN,7467.000,40333,540.150
1956,MN,MINNESOTA,3240.000,1320,40.741
1956,MO,MISSOURI,4163.000,5200,124.910
1956,MS,MISSISSIPPI,2086.000,2248,107.766
1956,MT,MONTANA,656.000,6669,1016.616
1956,NC,NORTH CAROLINA,4309.000,7705,178.812
1956,ND,NORTH DAKOTA,613.000,2222,362.480
1956,NE,NEBRASKA,1397.000,2495,178.597
1956,NH,NEW HAMPSHIRE,566.000,200,35.336
1956,NJ,NEW JERSEY,5615.000,19110,340.338
1956,NM,NEW MEXICO,806.000,3992,495.285
1956,NV,NEVADA,250.000,138,55.200
1956,NY,NEW YORK,16112.000,49716,308.565
1956,OH,OHIO,9207.000,43946,477.311
1956,OK,OKLAHOMA,2273.000,10011,440.431
1956,OR,OREGON,1698.000,2293,135.041
1956,PA,PENNSYLVANIA,10972.000,43664,397.958
1956,RI,RHODE ISLAND,840.000,188,22.381
1956,SC,SOUTH CAROLINA,2229.000,8576,384.747
1956,SD,SOUTH DAKOTA,670.000,581,86.716
1956,TN,TENNESSEE,3415.000,21071,617.013
1956,TX,TEXAS,8830.000,66685,755.210
1956,UT,UTAH,809.000,2299,284.178
1956,VA,VIRGINIA,3722.000,12686,340.849
1956,VT,VERMONT,377.000,2392,634.498
1956,WA,WASHINGTON,2668.000,12842,481.334
1956,WI,WISCONSIN,3742.000,26782,715.714
1956,WV,WEST VIRGINIA,1857.000,10903,587.130
1956,WY,WYOMING,312.000,1999,640.705
1957,AK,ALASKA,231.000,958,414.719
1957,AL,ALABAMA,3109.000,9320,299.775
1957,AR,ARKANSAS,1733.000,1358,78.361
1957,AZ,ARIZONA,1125.000,7886,700.978
1957,CA,CALIFORNIA,14264.000,50403,353.358
1957,CO,COLORADO,1664.000,2887,173.498
1957,CT,CONNECTICUT,2359.000,9672,410.004
1957,DC,DISTRICT OF COLUMBIA,763.000,876,114.810
1957,DE,DELAWARE,426.000,333,78.169
1957,FL,FLORIDA,4372.000,5262,120.357
1957,GA,GEORGIA,3766.000,5860,155.603
1957,HI,HAWAII,584.000,5059,866.267
1957,IA,IOWA,2716.000,8984,330.781
1957,ID,IDAHO,642.000,3126,486.916
1957,IL,ILLINOIS,9668.000,9692,100.248
1957,IN,INDIANA,4529.000,8167,180.327
1957,KS,KANSAS,2128.000,13,0.611
1957,KY,KENTUCKY,2928.000,16331,557.753
1957,LA,LOUISIANA,3115.000,1080,34.671
1957,MA,MASSACHUSETTS,4929.000,10945,222.053
1957,MD,MARYLAND,2873.000,2289,79.673
1957,ME,MAINE,943.000,4516,478.897
1957,MI,MICHIGAN,7569.000,17777,234.866
1957,MN,MINNESOTA,3274.000,7508,229.322
1957,MO,MISSOURI,4189.000,4283,102.244
1957,MS,MISSISSIPPI,2088.000,1283,61.446
1957,MT,MONTANA,667.000,3526,528.636
1957,NC,NORTH CAROLINA,4368.000,1906,43.636
1957,ND,NORTH DAKOTA,612.000,3851,629.248
1957,NE,NEBRASKA,1394.000,234,16.786
1957,NH,NEW HAMPSHIRE,572.000,395,69.056
1957,NJ,NEW JERSEY,5737.000,26279,458.062
1957,NM,NEW MEXICO,847.000,6330,747.344
1957,NV,NEVADA,260.000,1540,592.308
1957,NY,NEW YORK,16374.000,38255,233.633
1957,OH,OHIO,9410.000,8181,86.939
1957,OK,OKLAHOMA,2282.000,1508,66.082
1957,OR,OREGON,1712.000,15053,879.264
1957,PA,PENNSYLVANIA,10954.000,12826,117.090
1957,RI,RHODE ISLAND,851.000,618,72.620
1957,SC,SOUTH CAROLINA,2274.000,5644,248.197
1957,SD,SOUTH DAKOTA,666.000,543,81.532
1957,TN,TENNESSEE,3434.000,15659,455.999
1957,TX,TEXAS,9070.000,42797,471.852
1957,UT,UTAH,826.000,14454,1749.879
1957,VA,VIRGINIA,3844.000,29270,761.436
1957,VT,VERMONT,376.000,484,128.668
1957,WA,WASHINGTON,2724.000,16735,614.354
1957,WI,WISCONSIN,3791.000,37181,980.770
1957,WV,WEST VIRGINIA,1843.000,3411,185.079
1957,WY,WYOMING,314.000,218,69.427
1958,AK,ALASKA,224.000,1259,562.054
1958,AL,ALABAMA,3163.000,7664,242.302
1958,AR,ARKANSAS,1726.000,3002,173.928
1958,AZ,ARIZONA,1193.000,9845,825.231
1958,CA,CALIFORNIA,14880.000,35074,235.712
1958,CO,COLORADO,1667.000,9436,566.047
1958,CT,CONNECTICUT,2446.000,15792,645.626
1958,DC,DISTRICT OF COLUMBIA,757.000,1420,187.583
1958,DE,DELAWARE,433.000,515,118.938
1958,FL,FLORIDA,4630.000,12347,266.674
1958,GA,GEORGIA,3804.000,6664,175.184
1958,HI,HAWAII,605.000,575,95.041
1958,IA,IOWA,2708.000,12560,463.811
1958,ID,IDAHO,646.000,3824,591.950
1958,IL,ILLINOIS,9886.000,23045,233.107
1958,IN,INDIANA,4583.000,18173,396.531
1958,KS,KANSAS,2142.000,71,3.315
1958,KY,KENTUCKY,2961.000,18348,619.656
1958,LA,LOUISIANA,3155.000,285,9.033
1958,MA,MASSACHUSETTS,5010.000,35819,714.950
1958,MD,MARYLAND,2982.000,6287,210.832
1958,ME,MAINE,944.000,4367,462.606
1958,MI,MICHIGAN,7667.000,40667,530.416
1958,MN,MINNESOTA,3313.000,1254,37.851
1958,MO,MISSOURI,4186.000,3450,82.418
1958,MS,MISSISSIPPI,2086.000,1408,67.498
1958,MT,MONTANA,666.000,7096,1065.465
1958,NC,NORTH CAROLINA,4376.000,4103,93.761
1958,ND,NORTH DAKOTA,606.000,4330,714.521
1958,NE,NEBRASKA,1383.000,1505,108.821
1958,NH,NEW HAMPSHIRE,581.000,2138,367.986
1958,NJ,NEW JERSEY,5890.000,25274,429.100
1958,NM,NEW MEXICO,886.000,8082,912.190
1958,NV,NEVADA,269.000,198,73.606
1958,NY,NEW YORK,16601.000,60457,364.177
1958,OH,OHIO,9599.000,30025,312.793
1958,OK,OKLAHOMA,2267.000,7206,317.865
1958,OR,OREGON,1718.000,9088,528.987
1958,PA,PENNSYLVANIA,11058.000,33968,307.180
1958,RI,RHODE ISLAND,858.000,4263,496.853
1958,SC,SOUTH CAROLINA,2304.000,10879,472.179
1958,SD,SOUTH DAKOTA,656.000,121,18.445
1958,TN,TENNESSEE,3471.000,27544,793.547
1958,TX,TEXAS,9252.000,82299,889.527
1958,UT,UTAH,845.000,3877,458.817
1958,VA,VIRGINIA,3914.000,21496,549.211
1958,VT,VERMONT,380.000,2091,550.153
1958,WA,WASHINGTON,2773.000,10654,384.205
1958,WI,WISCONSIN,3843.000,64000,1665.366
1958,WV,WEST VIRGINIA,1845.000,12125,657.182
1958,WY,WYOMING,315.000,1365,433.333
1959,AK,ALASKA,224.000,1829,816.518
1959,AL,ALABAMA,3204.000,3467,108.208
1959,AR,ARKANSAS,1756.000,816,46.469
1959,AZ,ARIZONA,1261.000,9067,719.033
1959,CA,CALIFORNIA,15467.000,38951,251.833
1959,CO,COLORADO,1710.000,7037,411.520
1959,CT,CONNECTICUT,2523.000,13030,516.449
1959,DC,DISTRICT OF COLUMBIA,761.000,397,52.168
1959,DE,DELAWARE,441.000,616,139.683
1959,FL,FLORIDA,4808.000,3592,74.709
1959,GA,GEORGIA,3868.000,445,11.505
1959,HI,HAWAII,622.000,3686,592.605
1959,IA,IOWA,2729.000,11468,420.227
1959,ID,IDAHO,657.000,1624,247.184
1959,IL,ILLINOIS,9986.000,9611,96.245
1959,IN,INDIANA,4613.000,4595,99.610
1959,KS,KANSAS,2160.000,,
1959,KY,KENTUCKY,2999.000,6647,221.641
1959,LA,LOUISIANA,3208.000,68,2.120
1959,MA,MASSACHUSETTS,5117.000,6305,123.217
1959,MD,MARYLAND,3066.000,2333,76.093
1959,ME,MAINE,957.000,2588,270.428
1959,MI,MICHIGAN,7767.000,11469,147.663
1959,MN,MINNESOTA,3366.000,2694,80.036
1959,MO,MISSOURI,4258.000,3605,84.664
1959,MS,MISSISSIPPI,2138.000,1421,66.464
1959,MT,MONTANA,669.000,4185,625.561
1959,NC,NORTH CAROLINA,4458.000,3260,73.127
1959,ND,NORTH DAKOTA,618.000,5559,899.515
1959,NE,NEBRASKA,1397.000,410,29.349
1959,NH,NEW HAMPSHIRE,596.000,456,76.510
1959,NJ,NEW JERSEY,6015.000,30207,502.195
1959,NM,NEW MEXICO,919.000,4448,484.004
1959,NV,NEVADA,279.000,614,220.072
1959,NY,NEW YORK,16685.000,23392,140.198
1959,OH,OHIO,9671.000,12029,124.382
1959,OK,OKLAHOMA,2289.000,668,29.183
1959,OR,OREGON,1746.000,7815,447.595
1959,PA,PENNSYLVANIA,11234.000,27808,247.534
1959,RI,RHODE ISLAND,857.000,308,35.939
1959,SC,SOUTH CAROLINA,2348.000,1946,82.879
1959,SD,SOUTH DAKOTA,667.000,861,129.085
1959,TN,TENNESSEE,3522.000,9720,275.980
1959,TX,TEXAS,9405.000,33917,360.627
1959,UT,UTAH,870.000,5837,670.920
1959,VA,VIRGINIA,3951.000,20766,525.581
1959,VT,VERMONT,387.000,1352,349.304
1959,WA,WASHINGTON,2821.000,14457,512.478
1959,WI,WISCONSIN,3891.000,14972,384.785
1959,WV,WEST VIRGINIA,1855.000,7538,406.361
1959,WY,WYOMING,320.000,900,281.250
1960,AK,ALASKA,229.000,1456,635.808
1960,AL,ALABAMA,3274.000,2075,63.378
1960,AR,ARKANSAS,1789.000,1596,89.212
1960,AZ,ARIZONA,1321.000,4305,325.889
1960,CA,CALIFORNIA,15870.000,22222,140.025
1960,CO,COLORADO,1769.000,6806,384.737
1960,CT,CONNECTICUT,2544.000,11057,434.631
1960,DC,DISTRICT OF COLUMBIA,765.000,1210,158.170
1960,DE,DELAWARE,449.000,956,212.918
1960,FL,FLORIDA,5004.000,3723,74.400
1960,GA,GEORGIA,3956.000,217,5.485
1960,HI,HAWAII,642.000,5322,828.972
1960,IA,IOWA,2756.000,1764,64.006
1960,ID,IDAHO,671.000,2831,421.908
1960,IL,ILLINOIS,10086.000,22656,224.628
1960,IN,INDIANA,4674.000,10427,223.085
1960,KS,KANSAS,2183.000,,
1960,KY,KENTUCKY,3041.000,10734,352.976
1960,LA,LOUISIANA,3260.000,244,7.485
1960,MA,MASSACHUSETTS,5160.000,21703,420.601
1960,MD,MARYLAND,3113.000,3251,104.433
1960,ME,MAINE,975.000,4027,413.026
